Genome Name,Accession,PATRIC ID,Refseq Locus Tag,Alt Locus Tag,Gene,Product,Annotation,Pathway Name,EC Description
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.124,,,,"Pyruvate carboxylase subunit B (biotin-containing) (EC 6.4.1.1)",PATRIC,"Citrate cycle (TCA cycle)","Pyruvate carboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.150,,,,"Dihydroorotase (EC 3.5.2.3)",PATRIC,"Pyrimidine metabolism","Dihydroorotase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.176,,,,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)",PATRIC,"Alanine, aspartate and glutamate metabolism","Glutamine--fructose-6-phosphate transaminase (isomerizing)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.178,,,,"N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)",PATRIC,"Amino sugar and nucleotide sugar metabolism","UDP-N-acetylglucosamine diphosphorylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.181,,,,"ATP synthase gamma chain (EC 3.6.3.14)",PATRIC,"Photosynthesis","H(+)-transporting two-sector ATPase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.183,,,,"ATP synthase delta chain (EC 3.6.3.14)",PATRIC,"Photosynthesis","H(+)-transporting two-sector ATPase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.185,,,,"ATP synthase F0 sector subunit c (EC 3.6.3.14)",PATRIC,"Photosynthesis","H(+)-transporting two-sector ATPase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.186,,,,"ATP synthase F0 sector subunit a (EC 3.6.3.14)",PATRIC,"Photosynthesis","H(+)-transporting two-sector ATPase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.196,,,,"DNA polymerase III beta subunit (EC 2.7.7.7)",PATRIC,"Pyrimidine metabolism","DNA-directed DNA polymerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.209,,,,"Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)",PATRIC,"Aminoacyl-tRNA biosynthesis","Glycine--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.231,,,,"Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)",PATRIC,"Porphyrin and chlorophyll metabolism","Coproporphyrinogen oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.241,,,,"DOPA 4,5-dioxygenase (EC 1.14.99.-)",PATRIC,"1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation","Miscellaneous (requires further characterization)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.244,,,,"Tryptophan synthase beta chain (EC 4.2.1.20)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Tryptophan synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.256,,,,"Phosphoglycolate phosphatase (EC 3.1.3.18)",PATRIC,"Glyoxylate and dicarboxylate metabolism","Phosphoglycolate phosphatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.261,,,,"Gluconate 2-dehydrogenase (EC 1.1.99.3), membrane-bound, gamma subunit",PATRIC,"Pentose phosphate pathway","Gluconate 2-dehydrogenase (acceptor)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.286,,,,"Homoserine kinase (EC 2.7.1.39)",PATRIC,"Glycine, serine and threonine metabolism","Homoserine kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.288,,,,"DNA polymerase I (EC 2.7.7.7)",PATRIC,"Pyrimidine metabolism","DNA-directed DNA polymerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.322,,,,"NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)",PATRIC,"Nicotinate and nicotinamide metabolism","NAD(P)(+) transhydrogenase (Re/Si-specific)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.324,,,,"NAD(P) transhydrogenase N-domain of subunit alpha (EC 1.6.1.2)",PATRIC,"Nicotinate and nicotinamide metabolism","NAD(P)(+) transhydrogenase (Re/Si-specific)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.326,,,,"Glutaryl-CoA dehydrogenase (EC 1.3.8.6)",PATRIC,"Tryptophan metabolism","Glutaryl-CoA dehydrogenase (ETF)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.432,,,,"Arylsulfatase (EC 3.1.6.1)",PATRIC,"Sphingolipid metabolism","Arylsulfatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.442,,,,"Guanine deaminase (EC 3.5.4.3)",PATRIC,"Purine metabolism","Guanine deaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.474,,,,"Serine acetyltransferase (EC 2.3.1.30)",PATRIC,"Sulfur metabolism","Serine O-acetyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.485,,,,"Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4)",PATRIC,"Pyruvate metabolism","Dihydrolipoyl dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.502,,,,"Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)",PATRIC,"Carbon fixation in photosynthetic organisms","Phosphoenolpyruvate carboxykinase (ATP)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.520,,,,"dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)",PATRIC,"Streptomycin biosynthesis","dTDP-4-dehydrorhamnose reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.523,,,,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",PATRIC,"Biosynthesis of vancomycin group antibiotics","dTDP-glucose 4,6-dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.616,,,,"Glutamine synthetase type I (EC 6.3.1.2)",PATRIC,"Alanine, aspartate and glutamate metabolism","Glutamate--ammonia ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.620,,,,"Glycogen phosphorylase (EC 2.4.1.1)",PATRIC,"Starch and sucrose metabolism","Glycogen phosphorylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.633,,,,"Histidine ammonia-lyase (EC 4.3.1.3)",PATRIC,"Histidine metabolism","Histidine ammonia-lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.650,,,,"Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)",PATRIC,"Histidine metabolism","Phosphoribosyl-ATP diphosphatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.651,,,,"Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)",PATRIC,"Histidine metabolism","Phosphoribosyl-AMP cyclohydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.690,,,,"FIG138576: 3-oxoacyl-[ACP] synthase (EC 2.3.1.41)",PATRIC,"Fatty acid biosynthesis","Beta-ketoacyl-[acyl-carrier-protein] synthase I"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.692,,,,"3-hydroxydecanoyl-[ACP] dehydratase (EC 4.2.1.59)",PATRIC,"Biotin metabolism","3-hydroxyacyl-[acyl-carrier-protein] dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.764,,,,"3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)",PATRIC,"Purine metabolism","3',5'-cyclic-nucleotide phosphodiesterase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.773,,,,"Phosphatidylserine decarboxylase (EC 4.1.1.65)",PATRIC,"Glycerophospholipid metabolism","Phosphatidylserine decarboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.791,,,,"ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17)",PATRIC,"Histidine metabolism","ATP phosphoribosyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.873,,,,"Precorrin-2 C(20)-methyltransferase (EC 2.1.1.130)",PATRIC,"Porphyrin and chlorophyll metabolism","Precorrin-2 C(20)-methyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.874,,,,"Proposed precorrin-4 hydrolase (analogous to cobalt-precorrin-5A hydrolase) / Precorrin-3B C(17)-methyltransferase (EC 2.1.1.131)",PATRIC,"Porphyrin and chlorophyll metabolism","Precorrin-3B C(17)-methyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.889,,,,"3-dehydroquinate dehydratase II (EC 4.2.1.10)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","3-dehydroquinate dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.939,,,,"Guanine deaminase (EC 3.5.4.3)",PATRIC,"Purine metabolism","Guanine deaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.947,,,,"Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)",PATRIC,"beta-Alanine metabolism","Beta-alanine--pyruvate transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.948,,,,"Malonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.18)",PATRIC,"beta-Alanine metabolism","Malonate-semialdehyde dehydrogenase (acetylating)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.968,,,,"Benzoate 1,2-dioxygenase beta subunit (EC 1.14.12.10)",PATRIC,"Benzoate degradation via hydroxylation","Benzoate 1,2-dioxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.969,,,,"Benzoate 1,2-dioxygenase alpha subunit (EC 1.14.12.10)",PATRIC,"Fluorobenzoate degradation","Benzoate 1,2-dioxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.983,,,,"Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)",PATRIC,"Arachidonic acid metabolism","Gamma-glutamyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1020,,,,"Proline iminopeptidase (EC 3.4.11.5)",PATRIC,"Arginine and proline metabolism","Prolyl aminopeptidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1076,,,,"Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)",PATRIC,"Nicotinate and nicotinamide metabolism","Nicotinate-nucleotide diphosphorylase (carboxylating)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1077,,,,"Thymidine phosphorylase (EC 2.4.2.4)",PATRIC,"Pyrimidine metabolism","Thymidine phosphorylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1097,,,,"Pyridoxal 5-phosphate (PLP)-dependent ornithine decarboxylase (EC 4.1.1.17)",PATRIC,"Arginine and proline metabolism","Ornithine decarboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1121,,,,"4-carboxymuconolactone decarboxylase (EC 4.1.1.44)",PATRIC,"Benzoate degradation via hydroxylation","4-carboxymuconolactone decarboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1124,,,,"Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)",PATRIC,"Aminoacyl-tRNA biosynthesis","Asparaginyl-tRNA synthase (glutamine-hydrolyzing)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1142,,,,"Fumarate hydratase class II (EC 4.2.1.2)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Fumarate hydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1154,,,,"3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)",PATRIC,"Lipopolysaccharide biosynthesis","3-deoxy-manno-octulosonate-8-phosphatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1162,,,,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)",PATRIC,"Amino sugar and nucleotide sugar metabolism","UDP-N-acetylglucosamine 1-carboxyvinyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1177,,,,"Glutathione peroxidase (EC 1.11.1.9) @ Thioredoxin peroxidase (EC 1.11.1.15)",PATRIC,"Glutathione metabolism","Glutathione peroxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1208,,,,"Branched-chain amino acid dehydrogenase [deaminating] (EC 1.4.1.9)(EC 1.4.1.23)",PATRIC,"Valine, leucine and isoleucine degradation","Leucine dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1237,,,,"Glyoxylate reductase (EC 1.1.1.79) / Glyoxylate reductase (EC 1.1.1.26) / Hydroxypyruvate reductase (EC 1.1.1.81); 2-ketoaldonate reductase, broad specificity (EC 1.1.1.215)",PATRIC,"Pyruvate metabolism","Glyoxylate reductase (NADP(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1249,,,,"Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) / Mannose-6-phosphate isomerase (EC 5.3.1.8)",PATRIC,"Fructose and mannose metabolism","Mannose-1-phosphate guanylyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1287,,,,"DNA polymerase III chi subunit (EC 2.7.7.7)",PATRIC,"Pyrimidine metabolism","DNA-directed DNA polymerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1288,,,,"Cytosol aminopeptidase PepA (EC 3.4.11.1)",PATRIC,"Glutathione metabolism","Leucyl aminopeptidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1298,,,,"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)",PATRIC,"Purine metabolism","Phosphoribosylformylglycinamidine synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1425,,,,"N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)",PATRIC,"Amino sugar and nucleotide sugar metabolism","UDP-N-acetylglucosamine diphosphorylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1454,,,,"1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)",PATRIC,"Terpenoid backbone biosynthesis","1-deoxy-D-xylulose-5-phosphate reductoisomerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1459,,,,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)",PATRIC,"Biotin metabolism","3-hydroxyacyl-[acyl-carrier-protein] dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1473,,,,"S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)",PATRIC,"Methane metabolism","S-(hydroxymethyl)glutathione dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1562,,,,"Nicotinamide-nucleotide amidase (EC 3.5.1.42)",PATRIC,"Nicotinate and nicotinamide metabolism","Nicotinamide-nucleotide amidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1573,,,,"Ferredoxin--NADP(+) reductase (EC 1.18.1.2) @ Flavodoxin--NADP(+) reductase (EC 1.19.1.1)",PATRIC,"Photosynthesis","Ferredoxin--NADP(+) reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1584,,,,"Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type",PATRIC,"Aminoacyl-tRNA biosynthesis","Proline--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1590,,,,"Deoxycytidine triphosphate deaminase (EC 3.5.4.13)",PATRIC,"Pyrimidine metabolism","dCTP deaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1598,,,,"Glutathione S-transferase (EC 2.5.1.18)",PATRIC,"Drug metabolism - cytochrome P450","Glutathione transferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1650,,,,"3-carboxy-cis,cis-muconate cycloisomerase (EC 5.5.1.2)",PATRIC,"Benzoate degradation via hydroxylation","3-carboxy-cis,cis-muconate cycloisomerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1661,,,,"Acyl carrier protein phosphodiesterase (EC 3.1.4.14)",PATRIC,"Pantothenate and CoA biosynthesis","[Acyl-carrier-protein] phosphodiesterase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1667,,,,"N-acyl-L-amino acid amidohydrolase (EC 3.5.1.14)",PATRIC,"Arginine and proline metabolism","N-acyl-aliphatic-L-amino acid amidohydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1756,,,,"L-aspartate oxidase (EC 1.4.3.16)",PATRIC,"Nicotinate and nicotinamide metabolism","L-aspartate oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1769,,,,"Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)",PATRIC,"Purine metabolism","Phosphoribosylaminoimidazolesuccinocarboxamide synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1791,,,,"Cyanate hydratase (EC 4.2.1.104)",PATRIC,"Nitrogen metabolism","Cyanase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1792,,,,"Carbonic anhydrase, beta class (EC 4.2.1.1)",PATRIC,"Nitrogen metabolism","Carbonate dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1794,,,,"Prephenate dehydratase (EC 4.2.1.51) @ Arogenate dehydratase (EC 4.2.1.91)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Arogenate dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1798,,,,"D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)",PATRIC,"Methane metabolism","Phosphoglycerate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1815,,,,"Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)",PATRIC,"Arginine and proline metabolism","Allophanate hydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1874,,,,"Ser/Thr protein phosphatase family protein, UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.-) homolog",PATRIC,"Purine metabolism","In phosphorous-containing anhydrides"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1903,,,,"Phenylalanine-4-hydroxylase (EC 1.14.16.1)",PATRIC,"Phenylalanine metabolism","Phenylalanine 4-monooxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1946,,,,"Serine phosphatase RsbU, regulator of sigma subunit / Serine-protein kinase RsbW (EC 2.7.11.1)",PATRIC,"mTOR signaling pathway","Non-specific serine/threonine protein kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1992,,,,"2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)",PATRIC,"Glyoxylate and dicarboxylate metabolism","2-hydroxy-3-oxopropionate reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.1993,,,,"Hydroxypyruvate isomerase (EC 5.3.1.22)",PATRIC,"Glyoxylate and dicarboxylate metabolism","Hydroxypyruvate isomerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2030,,,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)",PATRIC,"Biotin metabolism","Beta-ketoacyl-[acyl-carrier-protein] synthase I"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2031,,,,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabA form (EC 4.2.1.59) @ Trans-2-decenoyl-[acyl-carrier-protein] isomerase (EC 5.3.3.14)",PATRIC,"Fatty acid biosynthesis","3-hydroxyacyl-[acyl-carrier-protein] dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2036,,,,"Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)",PATRIC,"Glycerophospholipid metabolism","Glycerol-3-phosphate dehydrogenase (NAD(P)(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2078,,,,"N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)",PATRIC,"Amino sugar and nucleotide sugar metabolism","Glucosamine-1-phosphate N-acetyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2088,,,,"3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100), FadG",PATRIC,"Fatty acid biosynthesis","3-oxoacyl-[acyl-carrier-protein] reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2090,,,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)",PATRIC,"Fatty acid biosynthesis","Beta-ketoacyl-[acyl-carrier-protein] synthase II"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2091,,,,"Aminodeoxychorismate lyase (EC 4.1.3.38)",PATRIC,"Folate biosynthesis","Aminodeoxychorismate lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2196,,,,"Pseudouridine-5' phosphatase (EC 3.1.3.-)",PATRIC,"Ascorbate and aldarate metabolism","Phosphoric monoester hydrolases"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2208,,,,"Methylisocitrate lyase (EC 4.1.3.30)",PATRIC,"Propanoate metabolism","Methylisocitrate lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2214,,,,"Phosphoenolpyruvate synthase (EC 2.7.9.2)",PATRIC,"Methane metabolism","Pyruvate, water dikinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2223,,,,"Assimilatory nitrate reductase large subunit (EC 1.7.99.4)",PATRIC,"Nitrogen metabolism","Nitrate reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2225,,,,"Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)",PATRIC,"Nitrogen metabolism","Nitrite reductase (NAD(P)H)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2233,,,,"D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)",PATRIC,"Peptidoglycan biosynthesis","Serine-type D-Ala-D-Ala carboxypeptidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2265,,,,"Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)",PATRIC,"Porphyrin and chlorophyll metabolism","Coproporphyrinogen dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2330,,,,"Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)",PATRIC,"Porphyrin and chlorophyll metabolism","Glutamate-1-semialdehyde 2,1-aminomutase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2338,,,,"Protocatechuate 3,4-dioxygenase beta chain (EC 1.13.11.3)",PATRIC,"Benzoate degradation via hydroxylation","Protocatechuate 3,4-dioxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2359,,,,"Muconolactone isomerase (EC 5.3.3.4)",PATRIC,"Benzoate degradation via hydroxylation","Muconolactone Delta-isomerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2367,,,,"Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)",PATRIC,"Benzoate degradation via hydroxylation","3-oxoadipate enol-lactonase"
